county_state,fips,sex,sex_code,year,cause_of_death,cod_code,place_of_death,place_of_death_code,deaths,median_income,population,poverty_rate,unemployment_rate,facility_count,overdose_rate,facility_rate
"Fulton County, GA",13121,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,41.0,95292,1076561,12.3,5.4,27.0,3.8084233034635284,2.5079860778906164
"Fulton County, GA",13121,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,20.0,95292,1076561,12.3,5.4,27.0,1.8577674651041605,2.5079860778906164
"Fulton County, GA",13121,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,28.0,95292,1076561,12.3,5.4,27.0,2.6008744511458244,2.5079860778906164
"Gwinnett County, GA",13135,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,17.0,87890,979864,10.8,4.2,11.0,1.7349346439914108,1.1226047696415014
"Gwinnett County, GA",13135,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,24.0,87890,979864,10.8,4.2,11.0,2.4493194973996393,1.1226047696415014
"Gwinnett County, GA",13135,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,12.0,87890,979864,10.8,4.2,11.0,1.2246597486998196,1.1226047696415014
"Richmond County, GA",13245,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,55637,206069,20.0,8.5,7.0,5.338017848390588,3.3969204489758282
"Richmond County, GA",13245,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,15.0,55637,206069,20.0,8.5,7.0,7.279115247805347,3.3969204489758282
"Richmond County, GA",13245,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,12.0,55637,206069,20.0,8.5,7.0,5.823292198244277,3.3969204489758282
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Inpatient,1.0,11.0,106195,1001146,9.2,4.7,13.0,1.098740842993929,1.2985119053564613
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,21.0,106195,1001146,9.2,4.7,13.0,2.097596154806592,1.2985119053564613
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,38.0,106195,1001146,9.2,4.7,13.0,3.7956501848881183,1.2985119053564613
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,18.0,106195,1001146,9.2,4.7,13.0,1.7979395612627929,1.2985119053564613
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,14.0,106195,1001146,9.2,4.7,13.0,1.3983974365377279,1.2985119053564613
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,13.0,106195,1001146,9.2,4.7,13.0,1.2985119053564613,1.2985119053564613
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,15.0,106195,1001146,9.2,4.7,13.0,1.498282967718994,1.2985119053564613
"Honolulu County, HI",15003,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,11.0,106195,1001146,9.2,4.7,13.0,1.098740842993929,1.2985119053564613
"Ada County, ID",16001,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,17.0,91502,518935,8.3,3.1,36.0,3.2759401466464975,6.937285016427876
"Ada County, ID",16001,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,91502,518935,8.3,3.1,36.0,1.92702361567441,6.937285016427876
"Canyon County, ID",16027,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,76488,250790,10.5,3.7,15.0,4.386139798237569,5.981099724869412
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,22.0,83498,5182090,13.5,7.0,152.0,0.4245391338243836,2.9331794700593776
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,23.0,83498,5182090,13.5,7.0,152.0,0.4438363671800374,2.9331794700593776
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,74.0,83498,5182090,13.5,7.0,152.0,1.4279952683183812,2.9331794700593776
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,33.0,83498,5182090,13.5,7.0,152.0,0.6368087007365754,2.9331794700593776
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,11.0,83498,5182090,13.5,7.0,152.0,0.2122695669121918,2.9331794700593776
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,18.0,83498,5182090,13.5,7.0,152.0,0.3473502004017684,2.9331794700593776
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,69.0,83498,5182090,13.5,7.0,152.0,1.3315091015401121,2.9331794700593776
"Cook County, IL",17031,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,35.0,83498,5182090,13.5,7.0,152.0,0.675403167447883,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,13.0,83498,5182090,13.5,7.0,152.0,0.2508640336234994,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,78.0,83498,5182090,13.5,7.0,152.0,1.5051842017409964,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,99.0,83498,5182090,13.5,7.0,152.0,1.9104261022097262,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,267.0,83498,5182090,13.5,7.0,152.0,5.152361305959564,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,144.0,83498,5182090,13.5,7.0,152.0,2.778801603214147,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,30.0,83498,5182090,13.5,7.0,152.0,0.578917000669614,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,51.0,83498,5182090,13.5,7.0,152.0,0.9841589011383437,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,182.0,83498,5182090,13.5,7.0,152.0,3.512096470728992,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,88.0,83498,5182090,13.5,7.0,152.0,1.6981565352975343,2.9331794700593776
"Cook County, IL",17031,Male,M,2024.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Decedent's home,4.0,10.0,83498,5182090,13.5,7.0,152.0,0.192972333556538,2.9331794700593776
"DuPage County, IL",17043,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,112096,930024,6.6,4.9,30.0,1.0752410690476804,3.2257232071430413
"DuPage County, IL",17043,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,10.0,112096,930024,6.6,4.9,30.0,1.0752410690476804,3.2257232071430413
"DuPage County, IL",17043,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,112096,930024,6.6,4.9,30.0,1.2902892828572166,3.2257232071430413
"Lake County, IL",17097,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,13.0,110416,714223,8.3,5.2,14.0,1.8201598100313208,1.9601721031106534
"Lake County, IL",17097,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,26.0,110416,714223,8.3,5.2,14.0,3.6403196200626415,1.9601721031106534
"Lake County, IL",17097,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,14.0,110416,714223,8.3,5.2,14.0,1.9601721031106534,1.9601721031106534
"Lake County, IL",17097,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,110416,714223,8.3,5.2,14.0,1.6801475169519886,1.9601721031106534
"Lake County, IL",17097,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,10.0,110416,714223,8.3,5.2,14.0,1.4001229307933236,1.9601721031106534
"Madison County, IL",17119,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,75793,264238,11.1,4.6,5.0,3.784467033507671,1.8922335167538356
"St. Clair County, IL",17163,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,73854,253694,13.6,6.0,6.0,6.306810567061105,2.3650539626479143
"Sangamon County, IL",17167,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,75357,194947,13.1,5.4,3.0,8.20735892319451,1.5388797980989706
"Sangamon County, IL",17167,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,12.0,75357,194947,13.1,5.4,3.0,6.155519192395882,1.5388797980989706
"Will County, IL",17197,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,10.0,109984,701462,7.3,4.9,4.0,1.425593973729154,0.5702375894916617
"Will County, IL",17197,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,23.0,109984,701462,7.3,4.9,4.0,3.2788661395770546,0.5702375894916617
"Will County, IL",17197,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,10.0,109984,701462,7.3,4.9,4.0,1.425593973729154,0.5702375894916617
"Winnebago County, IL",17201,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,28.0,65837,283292,15.6,7.3,5.0,9.883794812419694,1.7649633593606597
"Allen County, IN",18003,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,70737,392378,12.5,4.7,13.0,3.0582754384802406,3.313131725020261
"Clark County, IN",18019,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,74214,124354,10.2,4.0,13.0,8.8457146533284,10.45402640847902
"Lake County, IN",18089,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,71493,500379,14.3,6.1,17.0,2.1983336630833827,3.397424752037955
"Lake County, IN",18089,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,31.0,71493,500379,14.3,6.1,17.0,6.195303959598625,3.397424752037955
"Lake County, IN",18089,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,12.0,71493,500379,14.3,6.1,17.0,2.3981821779091446,3.397424752037955
"Lake County, IN",18089,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,10.0,71493,500379,14.3,6.1,17.0,1.9984851482576207,3.397424752037955
"Madison County, IN",18095,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,11.0,63037,131900,13.4,5.9,7.0,8.339651250947687,5.307050796057619
"Marion County, IN",18097,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,12.0,66346,975809,15.3,5.0,46.0,1.2297488545401816,4.714037275737363
"Marion County, IN",18097,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,11.0,66346,975809,15.3,5.0,46.0,1.1272697833284997,4.714037275737363
