"Notes","County","County Code","Sex","Sex Code","Year","Year Code","Cause of death","Cause of death Code","Place of Death","Place of Death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Oneida County, NY","36065","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Onondaga County, NY","36067","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Onondaga County, NY","36067","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",23,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Onondaga County, NY","36067","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",49,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Onondaga County, NY","36067","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",13,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Onondaga County, NY","36067","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",34,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Onondaga County, NY","36067","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, NY","36071","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, NY","36071","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, NY","36071","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Orange County, NY","36071","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",30,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",32,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",41,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",118,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",43,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",83,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Queens County, NY","36081","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",21,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rensselaer County, NY","36083","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Rensselaer County, NY","36083","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",17,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, NY","36085","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, NY","36085","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, NY","36085","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",31,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, NY","36085","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, NY","36085","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",35,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Richmond County, NY","36085","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",19,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Schenectady County, NY","36093","Male","M","2023","2023","Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent","Y12","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Female","F","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",15,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",22,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",54,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Inpatient","1",18,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Medical Facility - Outpatient or ER","2",36,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",91,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other","7",29,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Inpatient","1",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Medical Facility - Outpatient or ER","2",25,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",108,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Suffolk County, NY","36103","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other","7",20,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Sullivan County, NY","36105","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Tompkins County, NY","36109","Male","M","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",11,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ulster County, NY","36111","Female","F","2023","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Decedent's home","4",10,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Ulster County, NY","36111","Male","M","2023","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Decedent's home","4",16,Not Applicable,Not Applicable,Not Applicable,Not Applicable
